Date,Job_Type,Education_Level,Job_Categories,Public_Holiday_Flag,Local_Gas_Price,Monthly_Unemployment_Rate,Hours_Worked,Platform_Count,Jobs_Completed,Job_Duration_Days,Income_Total,Expenses_Total,Target_Income_Next_Day,income_volatility_index,Month,Monthly_Income,Monthly_Expenses,Target_Income_Next_Month
2024-11-01,Hybrid/Gig-Task,Undergraduate,Data Entry,0,76.71,7.8,3.8,3,2,1,584.47,467.56,3300.0,337.22,2024-11,16389.95,20896.72,28500.0
2024-11-02,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.32,7.7,2.6,4,5,1,820.37,630.96,5100.0,337.28,2024-11,16389.95,20896.72,28500.0
2024-11-03,Hybrid/Gig-Task,Undergraduate,Delivery,0,76.12,8.1,3.6,4,2,1,332.28,178.19,4200.0,331.31,2024-11,16389.95,20896.72,28500.0
2024-11-04,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.63,7.5,4.6,3,4,1,820.51,614.23,6000.0,254.18,2024-11,16389.95,20896.72,28500.0
2024-11-05,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.3,7.7,5.2,4,3,1,800.06,570.84,6700.0,251.84,2024-11,16389.95,20896.72,28500.0
2024-11-06,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.1,7.9,4.7,1,3,1,723.19,429.81,8000.0,183.75,2024-11,16389.95,20896.72,28500.0
2024-11-07,Hybrid/Gig-Task,Undergraduate,Event Staff,0,76.87,7.6,2.4,1,5,1,820.71,560.45,7100.0,183.8,2024-11,16389.95,20896.72,28500.0
2024-11-08,Hybrid/Gig-Task,Undergraduate,Event Staff,0,76.65,7.6,2.8,1,5,1,820.78,605.14,6400.0,180.67,2024-11,16389.95,20896.72,28500.0
2024-11-09,Hybrid/Gig-Task,Undergraduate,None,0,76.6,7.8,0.0,0,0,0,0.0,466.16,-13200.0,324.29,2024-11,16389.95,20896.72,28500.0
2024-11-10,Hybrid/Gig-Task,Undergraduate,Delivery,0,76.67,7.9,5.6,3,4,1,517.18,164.62,9800.0,304.16,2024-11,16389.95,20896.72,28500.0
2024-11-11,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.79,7.7,2.0,3,3,1,820.98,490.77,9300.0,304.2,2024-11,16389.95,20896.72,28500.0
2024-11-12,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.18,7.9,4.9,4,4,1,754.34,596.05,4600.0,300.75,2024-11,16389.95,20896.72,28500.0
2024-11-13,Hybrid/Gig-Task,Undergraduate,None,0,77.31,7.8,0.0,0,0,0,0.0,580.22,-16900.0,379.9,2024-11,16389.95,20896.72,28500.0
2024-11-14,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.46,7.9,2.6,3,4,1,240.2,159.43,2200.0,369.97,2024-11,16389.95,20896.72,28500.0
2024-11-15,Hybrid/Gig-Task,Undergraduate,None,1,76.49,8.0,0.0,0,0,0,0.0,444.37,-13100.0,363.05,2024-11,16389.95,20896.72,28500.0
2024-11-16,Hybrid/Gig-Task,Undergraduate,None,0,77.57,7.6,0.0,0,0,0,0.0,462.53,-13100.0,363.05,2024-11,16389.95,20896.72,28500.0
2024-11-17,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.16,7.9,2.8,4,3,1,431.23,6921.19,-178100.0,357.2,2024-11,16389.95,20896.72,28500.0
2024-11-18,Hybrid/Gig-Task,Undergraduate,None,0,77.05,8.0,0.0,0,0,0,0.0,473.34,-12800.0,295.04,2024-11,16389.95,20896.72,28500.0
2024-11-19,Hybrid/Gig-Task,Undergraduate,Event Staff,0,78.35,7.6,5.8,4,1,1,821.52,564.93,7100.0,316.26,2024-11,16389.95,20896.72,28500.0
2024-11-20,Hybrid/Gig-Task,Undergraduate,None,0,76.5,7.9,0.0,0,0,0,0.0,618.24,-16400.0,316.26,2024-11,16389.95,20896.72,28500.0
2024-11-21,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.56,7.8,4.0,1,5,1,821.66,584.3,6700.0,391.84,2024-11,16389.95,20896.72,28500.0
2024-11-22,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.94,7.5,4.5,4,1,1,821.72,505.64,8400.0,410.89,2024-11,16389.95,20896.72,28500.0
2024-11-23,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.58,7.7,2.7,1,2,1,821.79,494.03,8800.0,389.84,2024-11,16389.95,20896.72,28500.0
2024-11-24,Hybrid/Gig-Task,Undergraduate,Data Entry,0,78.11,8.2,2.2,3,4,1,339.02,561.21,-5900.0,395.3,2024-11,16389.95,20896.72,28500.0
2024-11-25,Hybrid/Gig-Task,Undergraduate,Event Staff,0,76.88,7.7,4.1,1,5,1,821.93,467.59,10300.0,332.96,2024-11,16389.95,20896.72,28500.0
2024-11-26,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.71,7.7,4.2,3,3,1,647.32,483.66,4500.0,323.09,2024-11,16389.95,20896.72,28500.0
2024-11-27,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.27,7.8,5.3,1,2,1,822.06,537.03,8000.0,183.41,2024-11,16389.95,20896.72,28500.0
2024-11-28,Hybrid/Gig-Task,Undergraduate,Event Staff,0,76.35,7.8,5.7,2,1,1,822.13,473.19,10200.0,183.45,2024-11,16389.95,20896.72,28500.0
2024-11-29,Hybrid/Gig-Task,Undergraduate,Delivery,0,76.98,7.7,3.7,1,1,1,342.24,174.81,4700.0,226.97,2024-11,16389.95,20896.72,28500.0
2024-11-30,Hybrid/Gig-Task,Undergraduate,Event Staff,0,78.06,7.5,4.8,2,4,1,822.26,616.23,6000.0,227.03,2024-11,16389.95,20896.72,28500.0
2024-12-01,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.78,7.7,2.7,3,1,1,822.33,585.43,6400.0,182.41,2024-12,9476.01,12096.39,16500.0
2024-12-02,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.25,8.0,4.8,3,2,1,740.16,471.42,7500.0,178.0,2024-12,9476.01,12096.39,16500.0
2024-12-03,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.57,7.9,2.3,4,4,1,212.81,104.54,3100.0,262.18,2024-12,9476.01,12096.39,16500.0
2024-12-04,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.9,7.7,3.9,3,1,1,360.89,132.3,6600.0,270.95,2024-12,9476.01,12096.39,16500.0
2024-12-05,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.13,7.6,5.7,2,5,1,527.49,226.24,8300.0,250.84,2024-12,9476.01,12096.39,16500.0
2024-12-06,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.04,8.4,2.6,3,5,1,240.63,125.95,3200.0,267.07,2024-12,9476.01,12096.39,16500.0
2024-12-07,Hybrid/Gig-Task,Undergraduate,Data Entry,0,78.09,7.5,4.0,1,1,1,617.05,602.11,400.0,239.81,2024-12,9476.01,12096.39,16500.0
2024-12-08,Hybrid/Gig-Task,Undergraduate,Data Entry,0,76.82,7.9,5.9,2,5,1,910.23,428.18,14200.0,260.71,2024-12,9476.01,12096.39,16500.0
2024-12-09,Hybrid/Gig-Task,Undergraduate,None,0,77.77,7.9,0.0,0,0,0,0.0,505.16,-14100.0,301.38,2024-12,9476.01,12096.39,16500.0
2024-12-10,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.39,7.8,2.7,3,4,1,249.97,132.46,3300.0,297.64,2024-12,9476.01,12096.39,16500.0
2024-12-11,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.69,7.8,2.5,1,5,1,823.01,456.2,10500.0,332.76,2024-12,9476.01,12096.39,16500.0
2024-12-12,Hybrid/Gig-Task,Undergraduate,Delivery,0,76.43,7.8,2.3,4,1,1,212.97,121.82,2600.0,346.43,2024-12,9476.01,12096.39,16500.0
2024-12-13,Hybrid/Gig-Task,Undergraduate,None,0,77.13,7.8,0.0,0,0,0,0.0,475.62,-14100.0,379.44,2024-12,9476.01,12096.39,16500.0
2024-12-14,Hybrid/Gig-Task,Undergraduate,None,0,79.07,7.9,0.0,0,0,0,0.0,468.23,-13700.0,392.57,2024-12,9476.01,12096.39,16500.0
2024-12-15,Hybrid/Gig-Task,Undergraduate,None,0,77.43,8.0,0.0,0,0,0,0.0,628.7,-16700.0,302.48,2024-12,9476.01,12096.39,16500.0
2024-12-16,Hybrid/Gig-Task,Undergraduate,None,0,77.85,7.9,0.0,0,0,0,0.0,571.07,-16100.0,302.48,2024-12,9476.01,12096.39,16500.0
2024-12-17,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.93,8.2,2.5,4,4,1,231.59,143.33,2500.0,301.88,2024-12,9476.01,12096.39,16500.0
2024-12-18,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.07,7.9,2.3,2,3,1,355.13,470.73,-3200.0,149.3,2024-12,9476.01,12096.39,16500.0
2024-12-19,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.19,7.9,5.4,4,3,1,833.84,591.73,6900.0,312.72,2024-12,9476.01,12096.39,16500.0
2024-12-20,Hybrid/Gig-Task,Undergraduate,None,0,77.21,7.7,0.0,0,0,0,0.0,504.08,-14900.0,312.72,2024-12,9476.01,12096.39,16500.0
2024-12-21,Hybrid/Gig-Task,Undergraduate,None,0,77.54,8.0,0.0,0,0,0,0.0,537.36,-15000.0,312.72,2024-12,9476.01,12096.39,16500.0
2024-12-22,Hybrid/Gig-Task,Undergraduate,Delivery,0,78.16,7.6,3.0,4,2,1,278.02,150.96,3400.0,300.05,2024-12,9476.01,12096.39,16500.0
2024-12-23,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.74,7.7,5.3,4,1,1,491.2,223.81,7700.0,291.15,2024-12,9476.01,12096.39,16500.0
2024-12-24,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.1,7.8,3.2,1,1,1,494.33,569.81,-2100.0,295.83,2024-12,9476.01,12096.39,16500.0
2024-12-25,Hybrid/Gig-Task,Undergraduate,None,1,77.59,8.3,0.0,0,0,0,0.0,471.36,-13200.0,323.98,2024-12,9476.01,12096.39,16500.0
2024-12-26,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.98,7.5,4.2,1,1,1,824.02,640.74,4900.0,321.29,2024-12,9476.01,12096.39,16500.0
2024-12-27,Hybrid/Gig-Task,Undergraduate,None,0,77.5,8.0,0.0,0,0,0,0.0,496.19,-13900.0,321.29,2024-12,9476.01,12096.39,16500.0
2024-12-28,Hybrid/Gig-Task,Undergraduate,Delivery,0,78.84,7.5,2.7,3,2,1,250.34,137.2,3300.0,295.46,2024-12,9476.01,12096.39,16500.0
2024-12-29,Hybrid/Gig-Task,Undergraduate,None,0,76.87,8.2,0.0,0,0,0,0.0,592.87,-16600.0,321.75,2024-12,9476.01,12096.39,16500.0
2024-12-30,Hybrid/Gig-Task,Undergraduate,None,0,78.02,7.6,0.0,0,0,0,0.0,530.79,-14900.0,325.19,2024-12,9476.01,12096.39,16500.0
